date,open,high,low,close,volume,{
2020-09-14 04:49:00,76.718,76.718,76.70100000000001,76.70100000000001,9160.0,
2020-09-14 05:17:00,76.8605,76.8605,76.8605,76.8605,2560.0,
2020-09-14 07:01:00,76.9725,76.9725,76.9725,76.9725,8080.0,
2020-09-14 07:18:00,77.0885,77.0885,77.0885,77.0885,7180.0,
2020-09-14 09:29:00,76.8655,76.915,76.8655,76.8655,19100.0,
2020-09-14 09:31:00,76.95025,76.985,76.85,76.8565,484400.0,
2020-09-14 09:32:00,76.887,76.8995,76.8015,76.8015,112160.0,
2020-09-14 09:33:00,76.869,76.869,76.762,76.762,68940.0,
2020-09-14 09:34:00,76.762,76.762,76.5815,76.671545,75380.0,
2020-09-14 09:35:00,76.663,76.705,76.5,76.5,75220.0,
2020-09-14 09:36:00,76.5955,76.6485,76.4775,76.4775,132000.0,
2020-09-14 09:37:00,76.533,76.5535,76.4655,76.5535,81700.0,
2020-09-14 09:38:00,76.63917,76.7385,76.6305,76.7005,124820.0,
2020-09-14 09:39:00,76.72700999999999,76.72700999999999,76.5905,76.5905,115940.0,
2020-09-14 09:40:00,76.5625,76.7335,76.5275,76.7335,78360.0,
2020-09-14 09:41:00,76.7475,76.7525,76.72575,76.75,55420.0,
2020-09-14 09:42:00,76.87100000000001,76.9235,76.81,76.9235,83320.0,
2020-09-14 09:43:00,76.895,76.919,76.8505,76.89399999999999,63200.0,
2020-09-14 09:44:00,76.95,77.0,76.9225,76.941,70200.0,
2020-09-14 09:45:00,76.9725,77.01025,76.9535,76.9655,77440.0,
2020-09-14 09:46:00,76.97,77.0065,76.97,77.0005,55600.0,
2020-09-14 09:47:00,77.0255,77.1025,77.019335,77.0885,61200.0,
2020-09-14 09:48:00,77.15,77.22,77.15,77.17,106240.0,
2020-09-14 09:49:00,77.167,77.167,77.1065,77.1065,79940.0,
2020-09-14 09:50:00,77.06322,77.10300000000001,77.05125,77.10300000000001,45900.0,
2020-09-14 09:51:00,77.0995,77.165775,77.0845,77.165775,72500.0,
2020-09-14 09:52:00,77.15385,77.215,77.1275,77.1275,84240.0,
2020-09-14 09:53:00,77.0959,77.109,77.0959,77.1045,19660.0,
2020-09-14 09:54:00,77.11825,77.1375,77.081,77.0865,97580.0,
2020-09-14 09:55:00,77.1105,77.16058000000001,77.11,77.11,80760.0,
2020-09-14 09:56:00,77.1325,77.17,77.117005,77.16375,54560.0,
2020-09-14 09:57:00,77.2325,77.2935,77.217,77.2745,112440.0,
2020-09-14 09:58:00,77.38499499999999,77.38499499999999,77.2995,77.3635,40880.0,
2020-09-14 09:59:00,77.36,77.4685,77.35,77.46,126900.0,
2020-09-14 10:00:00,77.4825,77.4935,77.423,77.4485,80840.0,
2020-09-14 10:01:00,77.4485,77.5315,77.301,77.301,254020.0,
2020-09-14 10:02:00,77.309,77.3905,77.29808,77.3655,115160.0,
2020-09-14 10:03:00,77.4635,77.569,77.4635,77.5615,44060.0,
2020-09-14 10:04:00,77.537675,77.6085,77.50399999999999,77.6085,64480.0,
2020-09-14 10:05:00,77.5765,77.704,77.5765,77.704,63000.0,
2020-09-14 10:06:00,77.7185,77.913,77.712,77.913,177220.0,
2020-09-14 10:07:00,77.936,77.9485,77.8575,77.912125,105800.0,
2020-09-14 10:08:00,77.868,77.9365,77.851,77.8525,84620.0,
2020-09-14 10:09:00,77.9,77.9,77.8025,77.812,90240.0,
2020-09-14 10:10:00,77.735315,77.8115,77.7237,77.805,65380.0,
2020-09-14 10:11:00,77.811,77.87100000000001,77.811,77.87100000000001,50600.0,
2020-09-14 10:12:00,77.89701,77.961,77.85542,77.85542,114600.0,
2020-09-14 10:13:00,77.86933,77.8765,77.86933,77.8765,29860.0,
2020-09-14 10:14:00,77.85600000000001,77.926,77.85600000000001,77.893,70500.0,
2020-09-14 10:15:00,77.8725,77.8725,77.8725,77.8725,31260.0,
2020-09-14 10:16:00,77.92775,77.9995,77.90000500000001,77.9895,87040.0,
2020-09-14 10:17:00,78.0849,78.0849,77.995,78.0335,105420.0,
2020-09-14 10:18:00,78.063,78.070715,78.033,78.070715,60960.0,
2020-09-14 10:19:00,78.07975,78.1055,78.035045,78.1055,67960.0,
2020-09-14 10:20:00,78.10300000000001,78.14583,78.094,78.094,80320.0,
2020-09-14 10:21:00,78.111,78.1205,78.0305,78.033375,92940.0,
2020-09-14 10:22:00,78.04875,78.07125,78.013,78.055,63820.0,
2020-09-14 10:23:00,78.08525,78.08525,77.8695,77.9875,160220.0,
2020-09-14 10:24:00,77.95,78.05625,77.884,77.95175,75640.0,
2020-09-14 10:25:00,77.9605,77.9715,77.8505,77.8505,87340.0,
2020-09-14 10:26:00,77.91,77.949995,77.84899999999999,77.8865,102860.0,
2020-09-14 10:27:00,77.9265,77.94800000000001,77.8865,77.9465,54200.0,
2020-09-14 10:28:00,77.87100000000001,77.94625,77.847,77.89,65960.0,
2020-09-14 10:29:00,77.8805,77.93896,77.869,77.869,63120.0,
2020-09-14 10:30:00,77.914,78.008,77.91,78.008,75460.0,
2020-09-14 10:31:00,78.0055,78.0055,77.928,77.957,57640.0,
2020-09-14 10:32:00,77.891,77.925325,77.815,77.835,44700.0,
2020-09-14 10:33:00,77.8325,77.8325,77.727,77.8245,136240.0,
2020-09-14 10:34:00,77.8085,77.845185,77.7785,77.845185,46680.0,
2020-09-14 10:35:00,77.79,77.83775,77.757,77.7895,53880.0,
2020-09-14 10:36:00,77.8325,77.855,77.793,77.8255,50280.0,
2020-09-14 10:37:00,77.8265,77.8265,77.8165,77.8165,48900.0,
2020-09-14 10:38:00,77.815,77.8685,77.7855,77.866,80080.0,
2020-09-14 10:39:00,77.87092,77.9065,77.855,77.855,90840.0,
2020-09-14 10:40:00,77.889945,77.955495,77.8555,77.9375,44520.0,
2020-09-14 10:41:00,77.859655,77.916,77.85515500000001,77.9015,26740.0,
2020-09-14 10:42:00,77.8575,77.93275,77.85,77.93275,44080.0,
2020-09-14 10:43:00,77.914125,77.9965,77.914125,77.9865,36760.0,
2020-09-14 10:44:00,77.988,77.988,77.95,77.97399999999999,55500.0,
2020-09-14 10:45:00,77.997,78.001,77.953,77.9706,34560.0,
2020-09-14 10:46:00,77.9835,78.049995,77.8205,77.9385,108220.0,
2020-09-14 10:47:00,77.9135,77.9135,77.9135,77.9135,12900.0,
2020-09-14 10:48:00,77.9345,77.9345,77.889,77.889,40880.0,
2020-09-14 10:49:00,77.943,77.956,77.9135,77.9135,43280.0,
2020-09-14 10:50:00,77.9495,77.9495,77.9495,77.9495,9440.0,
2020-09-14 10:51:00,77.982,77.994,77.9295,77.9295,104840.0,
2020-09-14 10:52:00,77.9915,77.9915,77.9255,77.956,45380.0,
2020-09-14 10:53:00,77.98100000000001,77.98100000000001,77.98100000000001,77.98100000000001,10260.0,
2020-09-14 10:54:00,77.9525,78.0065,77.95,77.956505,35060.0,
2020-09-14 10:55:00,78.01058,78.0395,78.0075,78.0295,39080.0,
2020-09-14 10:56:00,78.02475,78.02475,78.0,78.0,53940.0,
2020-09-14 10:57:00,77.990145,77.991,77.945555,77.96475,59520.0,
2020-09-14 10:58:00,77.9445,78.03645999999999,77.9445,78.02725,37500.0,
2020-09-14 10:59:00,78.047,78.0705,78.04,78.04,45620.0,
2020-09-14 11:00:00,78.0955,78.0965,78.0675,78.0675,27920.0,
2020-09-14 11:01:00,78.053,78.10600000000001,78.0455,78.0825,68840.0,
2020-09-14 11:02:00,78.1095,78.1095,78.055,78.055,62860.0,
2020-09-14 11:03:00,78.0225,78.072,78.0225,78.072,39480.0,
2020-09-14 11:05:00,77.9865,78.075,77.9865,78.075,59660.0,
2020-09-14 11:06:00,78.07375,78.138745,78.04175,78.124,53720.0,
2020-09-14 11:07:00,78.143,78.15,78.0565,78.1445,42980.0,
2020-09-14 11:08:00,78.11275,78.11275,78.0855,78.0855,19220.0,
2020-09-14 11:09:00,78.134,78.1375,78.0955,78.0955,37860.0,
2020-09-14 11:10:00,78.1015,78.136995,78.0895,78.0895,78840.0,
2020-09-14 11:11:00,78.06694,78.06694,78.0085,78.019655,50400.0,
2020-09-14 11:12:00,77.914505,77.95425,77.87005,77.89,40780.0,
2020-09-14 11:13:00,77.85433,77.86294000000001,77.81617,77.81617,37800.0,
2020-09-14 11:14:00,77.77245500000001,77.99,77.77245500000001,77.89399999999999,79660.0,
2020-09-14 11:15:00,77.89175,77.89175,77.786,77.84366999999999,38740.0,
2020-09-14 11:16:00,77.9365,77.9365,77.9005,77.9005,26420.0,
2020-09-14 11:17:00,78.008,78.008,77.9435,77.9435,45300.0,
