date,open,high,low,close,volume
2020-09-21 05:00:00,145.9,145.9,144.709,144.709,31020
2020-09-21 06:00:00,145.1,145.1,144.7445,144.745,33560
2020-09-21 07:00:00,144.8,145.5,144.8,145.5,46280
2020-09-21 08:00:00,145.5,145.5,144.4525,145.5,807520
2020-09-21 09:00:00,144.819875,145.55,144.4045,145.25,734880
2020-09-21 10:00:00,145.25,147.3265,145.0,145.8255,18953940
2020-09-21 11:00:00,145.87823999999998,146.175,143.55,144.2025,24615440
2020-09-21 12:00:00,144.13875,145.34325,144.13875,145.2,12644840
2020-09-21 13:00:00,145.29,145.6255,144.4555,144.74975,10216560
2020-09-21 14:00:00,144.8025,146.33905,144.4515,145.048,11136260
2020-09-21 15:00:00,145.042,145.35,144.1785,145.0,10850100
2020-09-21 16:00:00,144.99140500000001,148.1,144.94299999999998,148.1,22271140
2020-09-21 17:00:00,148.0235,148.5,148.0235,148.45,2527500
2020-09-21 18:00:00,148.45,148.45,148.165,148.1975,74680
2020-09-21 19:00:00,148.247,148.6,148.247,148.5165,130640
2020-09-21 20:00:00,148.705,149.0995,148.705,149.0,124240
2020-09-22 05:00:00,149.15,149.5505,149.15,149.5505,10380
2020-09-22 06:00:00,150.6,150.6,150.55,150.55,25560
2020-09-22 07:00:00,150.5,151.0,150.5,150.875,49280
2020-09-22 08:00:00,151.0,151.14700000000002,150.1,150.25,906580
2020-09-22 09:00:00,150.0,151.1,150.0,150.8005,954980
2020-09-22 10:00:00,150.877,151.9975,150.01,151.9,23811160
2020-09-22 11:00:00,151.925,152.898,151.11,151.425005,23500440
2020-09-22 12:00:00,151.40075,152.484,150.6155,152.459,12552920
2020-09-22 13:00:00,152.45,154.096,152.4,153.5365,15985800
2020-09-22 14:00:00,153.6,154.75,153.5775,154.737,11171440
2020-09-22 15:00:00,154.76,155.6655,154.6,154.893,18621880
2020-09-22 16:00:00,154.8305,156.6995,154.8,156.45,23248560
2020-09-22 17:00:00,156.4495,156.4695,154.74435,156.05,1670300
2020-09-22 18:00:00,156.0755,156.125,156.0,156.1,98380
2020-09-22 19:00:00,156.1835,156.2365,155.5605,155.7,259600
2020-09-22 20:00:00,155.6495,155.905,155.45,155.905,420120
2020-09-23 05:00:00,156.351,156.75,156.351,156.75,41360
2020-09-23 06:00:00,156.876,157.4,156.876,157.39700000000002,62700
2020-09-23 07:00:00,157.05,157.1,156.75,156.75,52960
2020-09-23 08:00:00,156.95,156.95,155.3575,155.3575,682780
2020-09-23 09:00:00,156.54992,156.59999,155.13096000000002,156.0,1155880
2020-09-23 10:00:00,156.0,156.34995,153.363,153.50455,18195820
2020-09-23 11:00:00,153.68200000000002,154.491995,153.06,153.8155,16128960
2020-09-23 12:00:00,153.8555,154.4225,152.6875,152.74975,11393880
2020-09-23 13:00:00,152.7,153.409,152.6,152.964,8902040
2020-09-23 14:00:00,152.979815,153.45,152.0375,152.2175,7767920
2020-09-23 15:00:00,152.185055,152.185055,150.1755,150.45600000000002,15235880
2020-09-23 16:00:00,150.435,150.788725,149.618795,149.872,24116400
2020-09-23 17:00:00,149.993,150.204495,149.5,149.75,1281700
2020-09-23 18:00:00,149.6005,149.6005,149.0,149.2,201300
2020-09-23 19:00:00,149.6505,149.799,149.251,149.2995,86240
2020-09-23 20:00:00,149.35,149.5,148.6,148.65,156440
2020-09-24 07:00:00,149.2,149.9,149.2,149.9,33540
2020-09-24 08:00:00,149.692,149.85,149.055,149.055,149040
2020-09-24 09:00:00,149.70826499999998,149.993005,147.975,148.25,869500
2020-09-24 10:00:00,148.208,151.8855,148.00799999999998,150.94515,18685600
2020-09-24 11:00:00,151.1025,153.465,149.60025,151.7445,26172420
2020-09-24 12:00:00,151.7675,153.089,150.9,152.4986,13596680
2020-09-24 13:00:00,152.5445,153.0075,151.54275,152.15,7317160
2020-09-24 14:00:00,152.1,153.4,152.05,152.3815,8995780
2020-09-24 15:00:00,152.432595,152.591,150.25,150.25,11629600
2020-09-24 16:00:00,150.340105,151.723945,149.69984499999998,150.929,16927360
2020-09-24 17:00:00,150.9895,152.133075,150.8985,152.133075,2098480
2020-09-24 18:00:00,152.11845,152.11845,150.9895,151.9055,91880
2020-09-24 19:00:00,152.1,152.15,151.95,152.097,140200
2020-09-24 20:00:00,152.05,152.3935,152.0,152.3935,86280
2020-09-25 06:00:00,151.35,151.35,151.0915,151.0915,9020
2020-09-25 07:00:00,150.95,151.1,150.9,150.9,29340
2020-09-25 08:00:00,150.92,151.85,150.5555,151.775,325100
2020-09-25 09:00:00,150.517525,152.275,150.517525,152.2625,483900
2020-09-25 10:00:00,152.25,153.0,150.53690500000002,151.475,12847140
2020-09-25 11:00:00,151.54385,152.078215,149.95,151.9135,14195160
2020-09-25 12:00:00,152.0,152.95,151.670005,151.8935,10704080
2020-09-25 13:00:00,151.905,152.7425,151.879,152.489,5364840
2020-09-25 14:00:00,152.4555,153.4615,152.4085,153.34499499999998,7589520
2020-09-25 15:00:00,153.2895,154.3075,153.140865,154.13825,11076520
2020-09-25 16:00:00,154.0575,155.077,154.03775,154.7325,19799920
2020-09-25 17:00:00,154.7565,154.9925,154.5,154.65,4706820
2020-09-25 18:00:00,154.675,154.8,154.55,154.55,187360
2020-09-25 19:00:00,154.4,154.4,154.3105,154.3105,20560
2020-09-25 20:00:00,154.4,154.5,154.365,154.37,33280
2020-09-28 05:00:00,156.0,156.0,156.0,156.0,4660
2020-09-28 06:00:00,156.6,156.6,156.6,156.6,5560
2020-09-28 07:00:00,157.1205,157.25,157.1,157.25,43920
2020-09-28 08:00:00,157.0,157.5,156.8005,157.45,604340
2020-09-28 09:00:00,157.44566,158.15174,157.1,157.65,882100
2020-09-28 10:00:00,157.6155,157.85,156.31799999999998,156.97438,14366360
2020-09-28 11:00:00,156.9325,158.27,156.7685,156.88299999999998,13761360
2020-09-28 12:00:00,156.9185,157.7885,156.8,156.96358,6937480
2020-09-28 13:00:00,156.94419,157.2,155.85842,157.2,7502760
2020-09-28 14:00:00,157.25,158.25,156.9665,158.1005,7862620
2020-09-28 15:00:00,158.15,158.38543,157.687245,158.259,7671980
2020-09-28 16:00:00,158.275735,158.752,157.924,158.752,14469640
2020-09-28 17:00:00,158.7025,159.0125,158.6735,159.0,3747020
2020-09-28 18:00:00,158.95,158.997,158.9,158.9,58640
2020-09-28 19:00:00,158.999,159.15,158.9555,159.15,28500
2020-09-28 20:00:00,159.15,159.5995,159.15,159.48,211660
