date,open,high,low,close,volume,TP,std,MA-TP,BOLU,BOLD,Trend,percent_b
2020-09-21 07:15:00,295.168854698,295.168854698,295.168854698,295.168854698,1913,295.168854698,,,,,,
2020-09-21 07:30:00,294.290375964,294.290375964,294.290375964,294.290375964,990,294.290375964,,,,,,
2020-09-21 07:45:00,294.290375964,294.290375964,294.290375964,294.290375964,954,294.290375964,,,,,,
2020-09-21 08:00:00,294.290375964,294.290375964,294.290375964,294.290375964,801,294.290375964,,,,,,
2020-09-21 08:15:00,294.192767216,294.192767216,293.899940971,293.899940971,1451,293.99754971933334,,,,,,
2020-09-21 08:30:00,293.802332223,293.802332223,293.802332223,293.802332223,466,293.802332223,,,,,,
2020-09-21 08:45:00,293.802332223,293.802332223,293.314288482,293.314288482,795,293.476969729,,,,,,
2020-09-21 09:00:00,293.402136355,293.402136355,292.895839778,293.314288482,2597,293.204088205,,,,,,
2020-09-21 09:15:00,293.314288482,293.314288482,292.82624474,292.82624474,1544,292.9889259873333,,,,,,
2020-09-21 09:30:00,293.216679733,293.324049356,293.050744861,293.050744861,1248,293.14184635933333,,,,,,
2020-09-21 09:45:00,293.285005857,293.343571106,286.969719846,287.750589832,350302,289.35462692799996,,,,,,
2020-09-21 10:00:00,287.682263708,288.11662263700003,286.413349981,287.80915508,181521,287.44637589933336,,,,,,
2020-09-21 10:15:00,287.911644266,288.355764071,284.68567513700003,285.832577928,189750,286.29133904533336,,,,,,
2020-09-21 10:30:00,285.739849618,286.667132726,285.232284127,286.361617344,157248,286.087011399,,,,,,
2020-09-21 10:45:00,286.296219483,287.028187486,285.388458124,286.579284853,124015,286.33197682099996,,,,,,
2020-09-21 11:00:00,286.550002228,287.555372335,286.413349981,286.798904536,117015,286.92254228400003,,,,,,
2020-09-21 11:15:00,286.803784974,287.623698459,286.637850102,286.7159371,77878,286.99249522033335,,,,,,
2020-09-21 11:30:00,286.794024099,287.008763345,286.091241111,286.608567477,179870,286.5695239776667,,,,,,
2020-09-21 11:45:00,286.60368704,287.155176467,285.769132242,286.501197854,91077,286.47516885433333,,,,,,
2020-09-21 12:00:00,286.545317008,287.570013647,285.925306239,286.17420854700003,91556,286.5565094776667,3.660691571764423,290.38396323598334,297.7053463795122,283.0625800924545,,0.7874972260333198
2020-09-21 12:15:00,286.159567235,286.872111097,285.86674099,286.052197612,80838,286.263683233,3.588937754785763,289.93870466273336,297.1165801723049,282.7608291531618,-0.0015333442256525442,0.770728229094444
2020-09-21 12:30:00,286.032675862,286.55976310299997,285.827697491,286.237654234,84505,286.20837160933337,3.527645791700819,289.53460444499996,296.5898960284016,282.4793128615983,-0.0013937436128214076,0.7336508826053632
2020-09-21 12:45:00,286.24741510900003,287.24302434099997,285.536530595,286.925795909,87809,286.5684502816666,3.4000055167907277,289.1485081608833,295.9485191944648,282.3484971273018,-0.0013335065245715372,0.6634344592167987
2020-09-21 13:00:00,286.989241595,287.106372093,286.69641535,286.930676346,137230,286.91115459633335,3.2075980014430416,288.7795470924999,295.194743095386,282.3643510896138,-0.0012760261871318512,0.6441008774843473
2020-09-21 13:15:00,286.94043722099997,287.31135046400004,286.462154355,287.31135046400004,69060,287.02828509433334,2.9814853993153903,288.43108386124993,294.39405465988074,282.4681130626191,-0.0012066755930549844,0.5938905652118066
2020-09-21 13:30:00,287.428480962,288.999981809,287.203980841,288.946589824,62882,288.38351749133335,2.700678515927208,288.1601431246666,293.561500156521,282.7587860928122,-0.0009393603940193174,0.42719915618470106
2020-09-21 13:45:00,288.88285131099997,289.10735143200003,288.361327769,288.877970874,106717,288.7822166916667,2.4017090357927393,287.9254054727999,292.7288235443854,283.1219874012144,-0.0008146083261942882,0.4008450454443075
2020-09-21 14:00:00,288.775481688,289.390416802,288.755959938,289.146394931,83530,289.097590557,2.0807675696255714,287.72008059039996,291.8816157296511,283.5585454511488,-0.000713118323347639,0.328631227074455
2020-09-21 14:15:00,289.136634057,289.18543843099997,288.492416318,289.009742684,86123,288.89586581099996,1.702109556204742,287.51542758158325,290.9196466939927,284.1112084691738,-0.0007112920599658956,0.2805201350040169
2020-09-21 14:30:00,289.06830793299997,289.878460543,289.058547058,289.702764796,105162,289.54659079900006,1.1891860221687847,287.3356648035666,289.7140368479042,284.957292759229,-0.000625228286108781,0.002369699040786404
2020-09-21 14:45:00,289.595395173,289.85893879400004,289.117112307,289.52706905,124716,289.50104005033336,1.202643460539824,287.3429854596833,289.74827238076296,284.9376985386036,2.5477714789445827e-05,0.045982732626268306
2020-09-21 15:00:00,289.448982051,290.835026276,289.351373303,290.830145839,97726,290.3388484726667,1.3770078221040856,287.4876090883499,290.2416247325581,284.7335934441418,0.0005033135868455219,-0.10684781469553803
2020-09-21 15:15:00,290.830145839,291.674461511,290.805743652,291.03512421,196911,291.1717764576667,1.5724261178043755,287.7316309589666,290.87648319457537,284.58677872335784,0.0008488083065232299,-0.025222332170069656
2020-09-21 15:30:00,291.16689602,291.908722507,290.766700152,290.971678524,131292,291.21570039433334,1.7028883793194154,287.98806540873323,291.39384216737204,284.5822886500944,0.000891227874085132,0.061977585920919724
2020-09-21 15:45:00,290.981439398,291.674461511,290.146884601,290.479535215,203650,290.7669604423333,1.76356281172772,288.2098145897999,291.73694021325537,284.6826889663445,0.0007699943424805955,0.17824783300793176
2020-09-21 16:00:00,290.522678282,292.133222628,289.90774316799997,291.869679008,350142,291.303548268,1.8644510895057802,288.4288648889999,292.1577670680115,284.6999627099883,0.000760037611875708,0.03862907179933752
2020-09-21 16:15:00,292.03561388,292.03561388,292.03561388,292.03561388,100907,292.03561388,1.9963283087005605,288.6810208219832,292.67367743938433,284.6883642045821,0.0008742395913818868,0.07990463750419306
2020-09-21 16:30:00,292.064798895,292.064798895,292.064798895,292.064798895,1067,292.064798895,2.067325253981956,288.9557845678499,293.0904350758138,284.821134059886,0.0009517901283717656,0.12402936824264207
2020-09-21 17:00:00,292.03561388,292.03561388,292.03561388,292.03561388,301,292.03561388,2.0899358746009633,289.23380681913324,293.4136785683352,285.0539350699313,0.0009621619158763917,0.16484533151026198
2020-09-21 18:15:00,291.85015725799997,291.85015725799997,291.85015725799997,291.85015725799997,100,291.85015725799997,2.068116871152394,289.49848920814986,293.63472295045466,285.36225546584507,0.0009151156703550711,0.2157235064114503
