date,open,high,low,close,volume,{,TP,std,MA-TP,BOLU,BOLD,Trend,atr
2020-09-16 07:21:00,77.5855,77.5855,77.5855,77.5855,2240.0,,77.5855,,,,,,
2020-09-16 07:24:00,77.5,77.5,77.5,77.5,9880.0,,77.5,,,,,,
2020-09-16 07:51:00,77.722,77.722,77.722,77.722,2400.0,,77.722,,,,,,
2020-09-16 07:58:00,77.6205,77.631,77.6205,77.631,6000.0,,77.62750000000001,,,,,,
2020-09-16 08:47:00,77.567,77.567,77.567,77.567,2140.0,,77.567,,,,,,
2020-09-16 09:29:00,77.5,77.5,77.5,77.5,13760.0,,77.5,,,,,,
2020-09-16 09:30:00,77.8,77.8,77.623,77.623,31640.0,,77.682,,,,,,
2020-09-16 09:31:00,77.777,77.777,77.5005,77.602,832900.0,,77.62650000000001,,,,,,
2020-09-16 09:32:00,77.578,77.578,77.555,77.555,46000.0,,77.56266666666667,,,,,,
2020-09-16 09:33:00,77.5925,77.60300000000002,77.53825,77.5585,44780.0,,77.56658333333333,,,,,,
2020-09-16 09:34:00,77.5525,77.66625,77.5525,77.66625,55800.0,,77.62833333333333,,,,,,
2020-09-16 09:35:00,77.75,77.85975,77.73,77.7835,155180.0,,77.79108333333335,,,,,,
2020-09-16 09:36:00,77.8335,77.8595,77.75,77.764,107360.0,,77.79116666666667,,,,,,
2020-09-16 09:37:00,77.817,77.8695,77.79375,77.808,45860.0,,77.82375,,,,,,0.12503571428571444
2020-09-16 09:38:00,77.734,77.7845,77.7285,77.7845,38120.0,,77.76583333333332,,,,,,0.13071428571428662
2020-09-16 09:39:00,77.76,77.9445,77.76,77.9075,179880.0,,77.87066666666668,,,,,,0.13778571428571545
2020-09-16 09:40:00,77.94231500000002,78.0095,77.94231500000002,78.0095,97320.0,,77.987105,,,,,,0.12921428571428756
2020-09-16 09:41:00,78.048,78.1,78.01698,78.04899999999998,122760.0,,78.05532666666666,,,,,,0.12842857142857358
2020-09-16 09:42:00,78.04825,78.05,77.8965,77.8965,85240.0,,77.94766666666668,,,,,,0.13482142857142979
2020-09-16 09:43:00,77.8795,77.89975,77.75,77.7565,137360.0,,77.80208333333333,0.16250994660110404,77.72013824999999,78.0451581432022,77.39511835679778,,0.1407321428571444
2020-09-16 09:44:00,77.771125,77.771125,77.6545,77.6545,124600.0,,77.693375,0.15956967370297914,77.725532,78.04467134740597,77.40639265259404,6.939964494989681e-05,0.12763392857143024
2020-09-16 09:45:00,77.605,77.68875,77.567,77.567,66000.0,,77.60758333333332,0.15325514172051435,77.73091116666667,78.0374214501077,77.42440088322564,6.920720293912552e-05,0.11658035714285932
2020-09-16 09:46:00,77.567875,77.658335,77.567875,77.6275,83980.0,,77.61790333333333,0.15532735999791236,77.72570633333333,78.03636105332916,77.41505161333751,-6.69596336285716e-05,0.1197471428571453
2020-09-16 09:47:00,77.5695,77.579,77.5305,77.54196999999998,44480.0,,77.55048999999998,0.1588055645103399,77.72185583333334,78.03946696235401,77.40424470431266,-4.9539594834779876e-05,0.12205071428571504
2020-09-16 09:48:00,77.5665,77.57,77.539775,77.57,44180.0,,77.559925,0.1591761192672938,77.72150208333333,78.03985432186792,77.40314984479875,-4.551486788462178e-06,0.11608464285714197
2020-09-16 09:49:00,77.586,77.6055,77.5285,77.5285,53000.0,,77.55416666666666,0.1556302922272478,77.72421041666666,78.03547100112117,77.41294983221216,3.4846641672192646e-05,0.10776321428571427
2020-09-16 09:50:00,77.5005,77.50191,77.435,77.46695,74900.0,,77.46795333333334,0.16571855405822042,77.71350808333332,78.04494519144977,77.38207097521688,-0.00013769626318449468,0.10662035714285675
2020-09-16 09:51:00,77.45875,77.45875,77.3765,77.3765,57720.0,,77.40391666666666,0.17882502705426898,77.70237891666666,78.06002897077519,77.34472886255813,-0.00014320762170105805,0.1055453571428566
2020-09-16 09:52:00,77.40275,77.62375,77.40275,77.62375,121640.0,,77.55008333333333,0.17936377775012535,77.70174974999999,78.06047730550024,77.34302219449974,-8.09713519001054e-06,0.11752749999999931
2020-09-16 09:53:00,77.624495,77.64975,77.624495,77.64975,20000.0,,77.64133166666666,0.17716435270815536,77.70548716666666,78.05981587208296,77.35115846125035,4.8099517432786953e-05,0.10620607142857048
