date,open,high,low,close,volume
2020-09-21 04:15:00,195.317428895,195.317428895,194.54122904099998,194.54122904099998,3391
2020-09-21 04:30:00,193.765029188,193.765029188,193.509571009,193.558697582,18764
2020-09-21 04:45:00,193.558697582,193.558697582,193.096907795,193.096907795,9395
2020-09-21 05:00:00,193.165684998,193.165684998,192.67441926799998,193.067431852,4075
2020-09-21 05:15:00,193.018305279,194.54122904099998,192.88075087400003,194.45280121,6250
2020-09-21 05:30:00,194.45280121,194.54122904099998,193.656950728,194.04996331099997,14341
2020-09-21 05:45:00,193.774854503,193.814155761,192.85127493099998,192.87092556,6066
2020-09-21 06:00:00,192.753021785,192.91022681799998,192.173328223,192.91022681799998,8147
2020-09-21 06:15:00,192.67441926799998,193.018305279,192.477912976,192.939702762,4466
2020-09-21 06:30:00,192.861100245,193.912408907,192.72354584099998,193.067431852,24229
2020-09-21 06:45:00,193.656950728,194.04996331099997,193.548872267,194.04996331099997,6051
2020-09-21 07:00:00,194.03031268200002,194.06961394099997,193.116558425,193.568522896,7978
2020-09-21 07:15:00,193.568522896,194.000836738,192.57616612200002,193.313064717,60919
2020-09-21 07:30:00,193.283588773,193.372016604,191.593634662,192.084900392,44736
2020-09-21 07:45:00,192.242105425,192.91022681799998,191.937520673,192.76284709900003,27052
2020-09-21 08:00:00,192.94952807599998,194.393849322,192.92005213299998,193.74537855900002,29362
2020-09-21 08:15:00,192.379561577,194.108816946,191.730403041,192.89057618900003,99961
2020-09-21 08:30:00,192.900401504,194.04996331099997,192.88075087400003,193.34254066,36926
2020-09-21 08:45:00,193.293414087,193.438337478,192.733371155,192.992268195,30219
2020-09-21 09:00:00,193.067431852,193.932059536,192.625292695,193.185335627,41476
2020-09-21 09:15:00,193.352758988,194.020487368,193.166864035,193.578348211,61171
2020-09-21 09:30:00,193.372802629,193.85345702,193.07725716599998,193.411317863,68661
2020-09-21 09:45:00,193.74537855900002,194.934241625,193.067431852,193.888533393,3337503
2020-09-21 10:00:00,193.892758278,195.278127636,193.612736812,194.531403727,2109419
2020-09-21 10:15:00,194.521578412,194.737735333,193.07725716599998,194.34472274900003,1689854
2020-09-21 10:30:00,194.32998477799998,194.70825939,193.485007722,193.73555324400002,1667094
2020-09-21 10:45:00,193.706077301,193.941884851,192.94952807599998,193.263938144,1323639
2020-09-21 11:00:00,193.254112829,194.521578412,193.096907795,194.27319445900002,1629187
2020-09-21 11:15:00,194.26612023299998,195.366555468,194.09908988400002,194.66895813099998,1374238
2020-09-21 11:30:00,194.674656814,194.718084704,193.47026975,193.92714687900002,1023439
2020-09-21 11:45:00,193.912408907,194.531403727,193.450619121,194.27594554700002,964983
2020-09-21 12:00:00,194.23664428900003,195.75956805200002,194.21699366,195.694327963,991585
2020-09-21 12:15:00,195.71044147900002,196.13293000599998,195.425507355,195.71044147900002,909425
2020-09-21 12:30:00,195.71044147900002,196.516117276,195.57288707400002,196.457165388,1046400
2020-09-21 12:45:00,196.466990703,196.88947923,196.182056579,196.32550617200002,915503
2020-09-21 13:00:00,196.329436298,196.486641332,195.72026679299998,196.054327489,647000
2020-09-21 13:15:00,196.064152804,196.299960354,195.49428455700001,196.221357838,674801
2020-09-21 13:30:00,196.221357838,196.977907062,196.219687534,196.73266720900003,828933
2020-09-21 13:45:00,196.751924826,197.76393223,196.692972938,197.056509578,1111705
2020-09-21 14:00:00,197.066334893,197.08598552200002,196.044502175,196.535767905,825758
2020-09-21 14:15:00,196.555418534,196.948431118,195.877471827,196.172231265,899814
2020-09-21 14:30:00,196.182056579,196.37954540299998,195.75956805200002,196.044502175,693746
2020-09-21 14:45:00,196.044502175,196.054327489,195.081621344,195.140573232,985042
2020-09-21 15:00:00,195.140573232,196.447340073,195.120922603,196.349086927,974860
2020-09-21 15:15:00,196.349086927,197.24319055599997,196.241008467,196.742099511,1195473
2020-09-21 15:30:00,196.761750141,197.587076567,196.555418534,197.422109535,1271033
2020-09-21 15:45:00,197.43969684799998,197.891661319,196.850177972,197.84253474599998,1405480
2020-09-21 16:00:00,197.85236006099998,199.168952217,197.577251252,199.100175015,2939217
2020-09-21 16:15:00,199.00192186900003,199.355633194,198.530306768,199.30650662099998,859366
2020-09-21 16:30:00,199.34580788,199.394934453,198.96262061,198.972445925,30877
2020-09-21 16:45:00,199.01174718299998,199.925501441,199.01174718299998,199.45388634,432243
2020-09-21 17:00:00,199.512838228,199.896025497,199.119825644,199.168952217,32889
2020-09-21 17:15:00,199.159126902,199.257380048,199.041223127,199.159126902,85679
2020-09-21 17:30:00,199.159126902,199.159126902,199.03139781299998,199.06087375599998,4560
2020-09-21 17:45:00,199.149301588,199.159126902,199.03139781299998,199.06087375599998,74142
2020-09-21 18:00:00,199.08052438599998,199.650392632,199.06087375599998,199.650392632,20317
2020-09-21 18:15:00,199.728995149,200.043405216,199.503012913,199.660217947,9261
2020-09-21 18:30:00,199.817422981,200.190784935,199.611091374,199.84689892400002,6619
2020-09-21 18:45:00,199.94515207,199.94515207,199.542314172,199.650392632,4874
2020-09-21 19:00:00,199.896025497,200.09253178900002,199.86654955400002,200.043405216,6977
2020-09-21 19:15:00,199.778121722,199.778121722,199.778121722,199.778121722,331
2020-09-21 19:30:00,199.94515207,200.190784935,199.94515207,200.190784935,4807
2020-09-21 19:45:00,200.239911508,200.937508845,200.239911508,200.58379751900003,10915
2020-09-21 20:00:00,200.446243115,200.760653182,200.09253178900002,200.632924092,31327
2020-09-22 04:15:00,199.45388634,199.503012913,199.45388634,199.503012913,1390
2020-09-22 04:45:00,199.994278643,199.994278643,199.552139486,199.640567318,2694
2020-09-22 05:00:00,199.650392632,199.719169835,199.503012913,199.552139486,6552
2020-09-22 05:15:00,199.552139486,200.30868871,199.552139486,200.30868871,1452
2020-09-22 05:30:00,200.976810103,201.32069611400001,200.632924092,201.32069611400001,2024
2020-09-22 05:45:00,201.16349108,201.41894926,200.947334159,201.41894926,6197
2020-09-22 06:00:00,201.350172058,201.41894926,201.045587305,201.045587305,1052
2020-09-22 06:15:00,201.084888564,201.084888564,201.025936676,201.025936676,519
2020-09-22 06:30:00,201.025936676,201.271569541,201.025936676,201.271569541,3110
2020-09-22 06:45:00,201.271569541,201.41894926,201.124189822,201.124189822,4312
2020-09-22 07:00:00,201.065237934,201.065237934,201.065237934,201.065237934,212
2020-09-22 07:15:00,201.232268283,201.369822687,200.446243115,200.92768353,22026
2020-09-22 07:30:00,201.045587305,201.61545555200001,201.035761991,201.61545555200001,19626
2020-09-22 07:45:00,201.43859988900002,201.487726462,200.770478497,200.770478497,23829
2020-09-22 08:00:00,200.731177238,200.90803290099998,199.561964801,199.827248295,28032
2020-09-22 08:15:00,201.222442968,201.62528086700001,199.561964801,200.09253178900002,48090
2020-09-22 08:30:00,200.063055845,200.69826243400001,199.945053817,200.49536968799998,30069
2020-09-22 08:45:00,200.56414689,201.517202406,200.48554437299998,201.41894926,45184
2020-09-22 09:00:00,201.44842520400002,201.517202406,201.124189822,201.227355625,59465
2020-09-22 09:15:00,201.399298631,201.61545555200001,201.075063249,201.222442968,81787
2020-09-22 09:30:00,201.173316395,201.811568831,201.075063249,201.62528086700001,35568
2020-09-22 09:45:00,201.477901148,201.83161247299998,199.738820464,200.17113430599997,2984684
2020-09-22 10:00:00,200.15148367700002,200.515020317,198.54504474,199.375283824,1688533
2020-09-22 10:15:00,199.394934453,200.66240003599998,199.286855992,200.632924092,1274062
2020-09-22 10:30:00,200.62309877799999,200.760653182,199.738820464,200.682050665,1033833
2020-09-22 10:45:00,200.682050665,200.937508845,199.86586178099998,199.886200183,1009127
2020-09-22 11:00:00,199.876374868,200.249442063,199.34580788,199.360545852,948161
2020-09-22 11:15:00,199.385109138,199.778121722,198.736638375,199.30650662099998,829369
2020-09-22 11:30:00,199.296681307,199.97462801400002,199.247554734,199.817422981,740978
2020-09-22 11:45:00,199.84689892400002,200.29886339599997,199.31633193599998,200.082706475,722634
2020-09-22 12:00:00,200.08761913200001,200.774113863,200.023754587,200.731177238,590053
2020-09-22 12:15:00,200.721351924,201.359997372,200.66240003599998,201.359997372,792763
2020-09-22 12:30:00,201.359997372,201.399298631,200.858906328,201.251918912,643772
2020-09-22 12:45:00,201.242093597,201.65475681,201.114364507,201.44842520400002,741062
2020-09-22 13:00:00,201.44822869799998,201.477901148,200.30868871,200.67212709700001,609752
2020-09-22 13:15:00,200.66240003599998,201.379648002,200.349955032,201.310870799,516948
2020-09-22 13:30:00,201.305958142,201.73335932700002,201.242290104,201.70879604099997,545870
2020-09-22 13:45:00,201.703883383,201.99864282099998,201.41894926,201.98881750700002,684778
2020-09-22 14:00:00,201.993828417,202.52920981,201.81196184400002,202.36217946099998,1146003
2020-09-22 14:15:00,202.38183009099998,203.057713482,202.37200477599998,202.823870994,1042401
2020-09-22 14:30:00,202.833892815,203.23663246099997,202.656938899,202.971348967,1695751
2020-09-22 14:45:00,202.971348967,203.069602112,202.04776939400003,202.175498484,880500
2020-09-22 15:00:00,202.185323799,202.450607293,201.920040305,202.14602254,596478
2020-09-22 15:15:00,202.175498484,203.177680573,201.94951624799998,202.642200927,940912
