date,open,high,low,close,volume,TP,std,MA-TP,BOLU,BOLD,Trend,percent_b,Pre-Rt,fac-1,fac-2,fac-3,fac-4,fac-5,fac-6,fac-7,fac-8,OneYearVolume,fac-9,fac-10,fac-11,fac-12,fac-13,fac-14
2020-10-12 16:00:00,148.8667,149.116666667,147.17,147.33333333299998,16643913,147.87333333333333,1.5565046103899804,146.15963444448334,149.2726436652633,143.0466252237034,0.0012185770260311202,0.3114848358491897,-0.010521602867696545,0.004124846865912524,0.0023206822332624277,0.0064551015580116555,0.012948139411295356,0.02971346903259442,0.037341507593701806,0.010176390773404709,0.024071526822558642,2842836657.0,0.006232516721061825,0.010516779754609728,0.025698295686497473,0.03364940253055137,0.06314614754877913,0.376358593577823
2020-10-12 17:00:00,147.43333333299998,147.75,147.0,147.516666667,2335122,147.42222222233332,1.50942212349815,146.32048000005003,149.33932424704633,143.30163575305372,0.0011004786388391086,0.301880029395328,0.001244343895930644,-0.010521602867696545,0.004124846865912524,-0.006440156002397224,-0.0012766486324012893,0.018433179718851056,0.02298072976940313,0.004545454540898053,0.004545454540897831,2859136725.0,0.005821307128990132,0.012018291989866276,0.024995044964140355,0.03921409319800892,0.06277166545786649,0.3797672267666738
2020-10-12 18:00:00,147.54,147.96333333299998,147.49333333299998,147.866666667,192444,147.77444444433334,1.4663299082637269,146.49264666671667,149.42530648324413,143.5599868501892,0.0011766409368434427,0.26573825703550175,0.002372613264032486,0.001244343895930644,-0.010521602867696545,-0.009290351464069757,0.0032417482793800634,0.019982483635982096,0.024765256856990048,0.006710646046420576,0.0035147392312921966,2861346222.0,0.0008160920835255706,0.0066329040694467906,0.02152549996447092,0.039970156746728706,0.05795600851269511,0.3798912035329362
2020-10-12 19:00:00,147.83333333299998,147.953333333,147.266666667,147.276666667,231309,147.498888889,1.3712575561330278,146.66097944451667,149.40349455678273,143.9184643322506,0.0011490868765786644,0.38775135281303774,-0.003990081154183978,0.002372613264032486,0.001244343895930644,0.0036199095067956932,-0.0005294760417720035,0.021014109149126048,0.0244806061179228,0.01487073896362312,-0.018584070796419327,2857993215.0,6.733535929685543e-05,0.0008843848847275868,0.01716902816370052,0.039978818144255114,0.052583411049140646,0.37272755036963934
2020-10-12 20:00:00,147.283333333,147.656666667,147.283333333,147.396666667,235572,147.4455555556667,1.2756998172241814,146.81164611118334,149.3630457456317,144.26024647673498,0.0010273125628734725,0.3853530141029519,0.0008147930199380315,-0.003990081154183978,0.002372613264032486,-0.0016269348096225045,-0.00682229439943971,0.0055302685480072,0.02304401846998627,0.011492410892633753,-0.020115324903526743,2855273664.0,8.10111489194193e-05,0.0001484106428545828,0.013000790596021832,0.0400326905407271,0.04958012073759666,0.3660035733793677
2020-10-13 05:00:00,147.16666666700002,148.0,146.66666666700002,148.0,74505,147.55555555566667,1.150561724549468,146.96950388896667,149.2706273380656,144.66838043986775,0.0010752401595155447,0.2760884772529583,0.004093263074687048,0.0008147930199380315,-0.003990081154183978,-0.0031785392245193833,-0.010096261470785683,0.006006142645874624,0.019975549560584005,0.007541924904318487,-0.013706268747699979,2816351526.0,8.364438807629158e-05,0.00016577511567353968,0.00697297898316405,0.04066107264764789,0.04782453317938551,0.3643126316185574
2020-10-13 06:00:00,148.0,148.57,148.0,148.496666667,57156,148.35555555566665,1.0493795862262811,147.1556150000667,149.25437417251925,145.05685582761413,0.0012663246876074563,0.18051320881990726,0.003355855858108159,0.004093263074687048,0.0008147930199380315,0.004911391256807063,0.004524886880101109,0.005708072845882262,0.0274685858446011,0.00046981521728106657,0.04074127031623331,2742293442.0,2.7168864884737597e-05,0.00011307214437775693,0.0011191187467384097,0.041763581987955614,0.046602252349331186,0.3671194218609082
2020-10-13 07:00:00,148.5,149.46,148.38,149.0,112377,148.9466666666667,0.9381505215984735,147.37233722228333,149.24863826548028,145.4960361790864,0.0014727417789430763,0.0662575620212408,0.003389526137503873,0.003355855858108159,0.004093263074687048,0.007462855333663088,0.006643317139291005,0.007007391672522623,0.02656926906172541,-0.00017617941573555562,0.01503793661278463,2691058392.0,2.123922697846833e-05,4.892535977346418e-05,0.00029393119166475524,0.04234316257824256,0.04339830467714355,0.3656582896622631
2020-10-13 08:00:00,148.91,148.966666667,148.133333333,148.336666667,349179,148.47888888900002,0.7413883612969204,147.55817055563335,149.0409472782272,146.0753938330395,0.0012609783956247789,0.2374870742491799,-0.004451901563758409,0.003389526137503873,0.003355855858108159,0.006756756756756799,0.007664562666799712,0.012572205232755929,0.030405016023214104,0.0006731597721314486,0.0031418312410296245,2650187994.0,4.2403406948646826e-05,6.397017886422437e-05,0.0002682522906335376,0.042649185739236276,0.04359771958124719,0.3642119408831644
2020-10-13 09:00:00,148.37,148.93333333299998,147.83333333299998,147.836666667,642462,148.20111111099996,0.6761730319527893,147.66033722228335,149.01268328618892,146.30799115837777,0.000692382307704742,0.43480609386053953,-0.0033707107705368555,-0.004451901563758409,0.003389526137503873,-0.0010774652629664816,0.007197338342785242,0.009115852967167104,0.025368663594411256,-0.006252651792055142,0.004015973652514937,2621405799.0,0.00013320295550318953,0.00017607193826155108,0.0003161620380622344,0.035586872522974836,0.044138957060421154,0.3604699063992572
2020-10-13 10:00:00,147.883333333,147.88666666700001,145.533333333,146.66666666700002,15727581,146.6955555556667,0.6639761638532566,147.66778166671668,148.9957339944232,146.33982933901015,5.0416005904940775e-05,0.8769393595045928,-0.00791413947823505,-0.0033707107705368555,-0.004451901563758409,-0.007807606261744926,0.002985142133465235,0.002135279563449499,0.022195076979758532,-0.008251341681556279,0.0012190441790591589,2592761673.0,0.0002477906113355294,0.0003824651568736761,0.00047658796134942714,0.0291944985874527,0.04484155339486924,0.3641705340034159
2020-10-13 11:00:00,146.66666666700002,149.2,146.43333333299998,149.1349,21594633,148.25607777766666,0.6540944898849214,147.73286333336668,149.04105231313653,146.42467435359683,0.000440730306336512,-0.035869315639689044,0.01682886363405256,-0.00791413947823505,-0.0033707107705368555,-0.011258173973593077,-0.009009009006756497,-0.0025389916553314462,0.012728151545590372,-0.009900990094531825,-0.0209385638904801,2572064487.0,0.006114769314491141,0.006364553875977527,0.006566225335857996,0.030798019800970876,0.05119985624994946,0.3725127662399858
2020-10-13 12:00:00,149.133333333,149.63,148.223333333,148.568333333,15211497,148.80722222199998,0.6828922775705442,147.81361333336667,149.17939788850776,146.44782877822558,0.0005465946992293524,0.22370459279525304,-0.0037990213357167457,0.01682886363405256,-0.00791413947823505,0.008781538181757531,0.004297964037342394,0.008042853763223112,0.018217341827450495,0.00646683013293492,0.022055282693267175,2588562141.0,0.008342327448108961,0.01441812557205286,0.014844624122160489,0.03403192011684451,0.05914393538215624,0.37827559728650145
